24,44,13,3,0,0,0,0,0,Intermediate,709.3,351
25,38,18,1,0,2,0,0,0,Intermediate,90.14,351
24,33,24,0,0,1,0,0,0,Intermediate,171.63,351
26,45,10,1,1,0,0,0,0,Intermediate,13.63,351
24,45,12,0,0,1,0,0,0,Intermediate,34.97,351
26,48,7,1,0,0,0,0,0,Intermediate,3.59,351
26,44,11,1,1,0,0,0,0,Intermediate,332.71,351
24,37,20,2,1,2,0,0,0,Intermediate,49.51,351
27,44,10,1,0,0,0,0,0,Intermediate,60.24,351
26,40,15,0,0,1,0,0,0,Intermediate,62.76,351
26,40,15,0,0,1,0,0,0,Intermediate,110.28,351
24,50,7,3,0,1,0,0,0,Intermediate,8.9,351
27,47,7,1,0,0,0,0,0,Intermediate,4.56,351
24,52,5,1,0,0,0,0,0,Intermediate,7.77,351
25,43,13,2,0,1,0,0,0,Intermediate,11.11,351
24,41,16,2,0,0,0,0,0,Intermediate,629.62,351
25,42,14,5,0,0,0,0,0,Intermediate,12.51,351
24,42,15,2,0,0,0,0,0,Intermediate,755.67,351
27,44,10,0,1,5,0,0,0,Intermediate,1.18,351
26,46,9,1,0,2,0,0,0,Intermediate,5.97,351
24,40,17,1,0,0,0,0,0,Intermediate,263.8,351
25,52,4,0,1,5,0,0,0,Intermediate,11.12,351
25,41,15,4,0,0,0,0,0,Intermediate,119.01,351
22,41,18,0,0,5,0,0,0,Intermediate,75.97,351
23,46,12,2,0,0,0,0,0,Intermediate,7.39,351
22,41,18,2,0,0,0,0,0,Intermediate,163.37,351
25,35,21,2,1,2,0,0,0,Intermediate,61.11,351
27,48,6,2,1,0,0,0,0,Intermediate,47.16,351
27,38,16,2,0,0,0,0,0,Intermediate,12.08,351
25,36,20,2,0,0,0,0,0,Intermediate,17.0,351
24,33,24,1,0,0,0,0,0,Intermediate,31.0,351
26,44,11,2,0,2,0,0,0,Intermediate,185.26,351
23,47,11,1,0,0,0,0,0,Intermediate,4.84,351
26,40,15,4,0,0,0,0,0,Intermediate,309.43,351
25,39,17,3,0,0,0,0,0,Intermediate,3.55,351
28,50,3,1,0,1,1,0,0,Intermediate,26.48,351
24,45,12,2,0,0,0,0,0,Intermediate,0.81,351
25,43,13,1,0,0,0,0,0,Intermediate,9.39,351
24,38,19,0,0,2,0,0,0,Intermediate,933.15,351
26,46,9,4,0,0,0,0,0,Intermediate,6.15,351
25,43,13,1,0,7,0,0,0,Intermediate,345.28,351
25,40,16,1,0,0,0,0,0,Intermediate,213.06,351
24,44,13,1,0,0,0,0,0,Intermediate,20.01,351
24,31,26,1,1,3,0,0,0,Intermediate,38.24,351
26,35,20,1,0,0,0,0,0,Intermediate,8.61,351
26,52,3,1,0,0,0,0,0,Intermediate,6.47,351
25,46,10,3,0,1,0,0,0,Intermediate,981.59,351
26,49,6,1,2,0,0,0,0,Intermediate,0.26,351
26,44,11,1,0,1,0,0,0,Intermediate,42.89,351
23,45,13,5,0,3,0,0,0,Intermediate,48.68,351
23,47,11,0,1,6,0,0,0,Intermediate,19.59,351
25,37,19,0,1,1,1,0,0,Intermediate,17.26,351
25,35,21,2,1,0,0,0,0,Intermediate,48.64,351
26,48,7,2,0,0,0,0,0,Intermediate,20.48,351
24,42,15,2,0,0,0,0,0,Intermediate,192.84,351
27,37,17,1,0,2,0,0,0,Intermediate,23.21,351
26,45,10,2,0,0,0,0,0,Intermediate,10.1,351
25,34,22,3,0,1,0,0,0,Intermediate,7.08,351
23,47,11,1,0,0,0,0,0,Intermediate,364.56,351
26,48,7,2,0,1,0,0,0,Intermediate,146.09,351
24,42,15,2,0,0,1,0,0,Intermediate,34.68,351
25,37,19,1,0,0,0,0,0,Intermediate,103.73,351
25,31,25,1,0,0,0,0,0,Intermediate,0.67,351
26,38,17,0,0,1,0,0,0,Intermediate,15.28,351
24,40,17,1,0,2,0,0,0,Intermediate,13.69,351
26,36,19,1,0,3,0,0,0,Intermediate,157.2,351
25,41,15,1,1,0,0,0,0,Intermediate,194.66,351
24,37,20,1,0,0,0,0,0,Intermediate,7.1,351
25,41,15,1,0,0,0,0,0,Intermediate,1.5,351
27,41,13,1,0,0,0,0,0,Intermediate,4.98,351
22,40,19,0,0,4,0,0,0,Intermediate,1619.43,351
24,44,13,3,0,0,0,0,0,Intermediate,6.96,351
24,50,7,1,0,2,0,0,0,Intermediate,8.62,351
25,40,16,2,0,0,0,0,0,Intermediate,3.41,351
25,44,12,2,0,0,0,0,0,Intermediate,5.99,351
26,38,17,3,0,0,0,0,0,Intermediate,38.15,351
26,45,10,1,0,0,0,0,0,Intermediate,1281.39,351
28,33,20,0,0,1,0,0,0,Intermediate,22.75,351
25,37,19,1,0,0,0,0,0,Intermediate,25.1,351
27,44,10,2,0,0,0,0,0,Intermediate,1.33,351
25,42,14,0,1,0,0,0,0,Intermediate,9.97,351
25,44,12,1,0,0,0,0,0,Intermediate,19.16,351
25,40,16,4,0,1,0,0,0,Intermediate,681.17,351
23,43,15,0,0,1,0,0,0,Intermediate,372.91,351
24,34,23,1,0,0,0,0,0,Intermediate,1486.99,351
25,45,11,3,0,1,0,0,0,Intermediate,17.34,351
25,51,5,1,0,0,0,0,0,Intermediate,15.44,351
24,40,17,2,0,0,0,0,0,Intermediate,8.31,351
25,38,18,3,0,2,0,0,0,Intermediate,9.85,351
25,43,13,1,0,0,0,0,0,Intermediate,61.33,351
26,53,2,1,0,0,0,0,0,Intermediate,47.32,351
27,39,15,1,0,1,3,0,0,Intermediate,9.37,351
26,43,12,1,0,2,0,0,0,Intermediate,47.82,351
26,39,16,0,0,1,0,0,0,Intermediate,134.34,351
25,42,14,3,0,4,0,0,0,Intermediate,41.01,351
26,48,7,1,0,0,0,0,0,Intermediate,1651.53,351
25,39,17,1,0,0,0,0,0,Intermediate,18.33,351
25,36,20,2,0,0,0,0,0,Intermediate,260.92,351
25,44,12,1,0,0,0,0,0,Intermediate,139.98,351
27,41,13,1,0,0,0,0,0,Intermediate,570.78,351
